"","Name","Adjusted","Year","Biomass_est","Biomass_lo","Biomass_hi","Catch_est","Catch_lo","Catch_hi","Status"
"1","Atrina","MT",2000,4944.50714,4797.479742,6910.488465,4.27,NA,NA,"No MPA"
"2","Atrina","MT",2005,5928.219353,5357.893507,8122.445723,370.918,NA,NA,"No MPA"
"3","Atrina","MT",2006,6965.954539,5896.695126,8977.253491,460.838,NA,NA,"No MPA"
"4","Atrina","MT",2007,7848.262823,6479.536099,9689.750774,926.882,NA,NA,"No MPA"
"5","Atrina","MT",2008,8416.005443,6897.491908,9700.748134,499.08,NA,NA,"No MPA"
"6","Atrina","MT",2009,9003.08854,7248.849854,9745.703237,304.792,NA,NA,"No MPA"
"7","Atrina","MT",2010,9520.642759,7652.768075,10777.3487,383.414,NA,NA,"No MPA"
"8","Atrina","MT",2011,10281.93509,8300.821947,12099.45655,645.136,NA,NA,"No MPA"
"9","Atrina","MT",2012,11026.56894,8899.760389,13457.40833,564.416,NA,NA,"No MPA"
"10","Atrina","MT",2013,11734.9025,9425.084591,14681.37616,1025.9842,NA,NA,"No MPA"
"11","Atrina","MT",2014,12183.99855,9688.050218,15634.8364,414.95,NA,NA,"No MPA"
