"","Name","Adjusted","Year","Biomass_est","Biomass_lo","Biomass_hi","Catch_est","Catch_lo","Catch_hi","Status"
"744","Callinectes","MT_20",2017,7305.46026774248,1355.12137954575,6393.08735566746,81.9320385598139,7.93947053088824,501.874319925041,"MPA"
"745","Callinectes","MT_20",2018,7560.88356874504,2330.09289737869,9788.12177713262,33.5309328431502,4.64773956597024,298.658421182903,"MPA"
"746","Callinectes","MT_20",2019,7544.20379015351,3610.9298747171,10594.0980086709,11.171593276211,2.57047921839616,147.268095976959,"MPA"
"747","Callinectes","MT_20",2020,7555.138970038,4782.11623758581,10366.3428586149,3.58787518130003,1.28126776605595,51.3356852724264,"MPA"
"748","Callinectes","MT_20",2021,7555.54143420405,5345.66139010264,10511.6027551879,1.15648561541012,0.545787315823438,16.1780720253059,"MPA"
"749","Callinectes","MT_20",2022,7556.25207128539,5444.25196710537,10453.9708429074,0.372244964331164,0.196240396719599,5.2834319055449,"MPA"
"750","Callinectes","MT_20",2023,7556.38009537862,5450.04742840853,10485.4644854341,0.119821920463525,0.0642849114397857,1.69228838599297,"MPA"
"751","Callinectes","MT_20",2024,7556.43294784088,5450.31714235379,10471.4789262273,0.03856631108303,0.0206992682638542,0.546671852076861,"MPA"
"752","Callinectes","MT_20",2025,7556.45284912105,5450.34141834574,10478.6038006731,0.0124129941118614,0.00665825407816978,0.175830008288637,"MPA"
"753","Callinectes","MT_20",2026,7556.45532640621,5450.34685491535,10475.2890708313,0.00399523512220711,0.00214163855608397,0.0566675368303724,"MPA"
"754","Callinectes","MT_20",2027,7556.45908633201,5450.3485136884,10476.9268419482,0.0012859011553908,0.000688859241064468,0.0182449581115403,"MPA"
"755","Callinectes","MT_20",2028,7556.45828387471,5450.34904382531,10476.1493781916,0.000413878240338934,0.000221571807131899,0.00587701373784299,"MPA"
"756","Callinectes","MT_20",2029,7556.4593555413,5450.34921421471,10476.5283969612,0.000133210217331649,7.12686317073385e-05,0.00189265046760524,"MPA"
"757","Callinectes","MT_20",2030,7556.45882860764,5450.34926901559,10476.3468696221,4.28748345098133e-05,2.29235731564245e-05,0.000609581907280464,"MPA"
"758","Callinectes","MT_20",2031,7556.45922922681,5450.34928664211,10476.4348432137,1.37996276979897e-05,7.37337286439892e-06,0.000196322684085774,"MPA"
"759","Callinectes","MT_20",2032,7556.45898549245,5450.34929231168,10476.3925431088,4.44152673146846e-06,2.37164715359448e-06,6.32295469032481e-05,"MPA"
"760","Callinectes","MT_20",2033,7556.45915056485,5450.3492941353,10476.4129892879,1.42954289092453e-06,7.62840875167378e-07,2.03640547468145e-05,"MPA"
"761","Callinectes","MT_20",2034,7556.45904457975,5450.34929472187,10476.4031410107,4.6011045287406e-07,2.45367950090527e-07,6.55859846857262e-06,"MPA"
"762","Callinectes","MT_20",2035,7556.45911443068,5450.34929491054,10476.4078957248,1.48090435166909e-07,7.8922659859768e-08,2.11230474576145e-06,"MPA"
"763","Callinectes","MT_40",2015,4414.90172036394,343.854169898697,0,411.195284884155,22.1137178363804,8357.57639904631,"MPA"
"764","Callinectes","MT_40",2016,6832.36818434596,640.419890810444,0,266.760494836878,14.9730124392702,0,"MPA"
"765","Callinectes","MT_40",2017,8656.60838474415,1181.83787758176,0,159.315278331621,10.4176323744311,0,"MPA"
"766","Callinectes","MT_40",2018,9025.61179425883,2097.34733239805,0,78.0248454874995,7.18178535870923,0,"MPA"
"767","Callinectes","MT_40",2019,9023.69514482237,3442.94218716566,0,31.3740594738158,4.76120438525718,0,"MPA"
"768","Callinectes","MT_40",2020,9043.46557556144,4964.0353542667,0,12.0927979819432,2.91978297697284,0,"MPA"
"769","Callinectes","MT_40",2021,9047.51174927169,6030.8055465313,0,4.67244965167755,1.57265269551326,0,"MPA"
"770","Callinectes","MT_40",2022,9049.56543386699,6366.09540388371,0,1.80205527649677,0.713760189467534,0,"MPA"
"771","Callinectes","MT_40",2023,9050.37269166398,6401.35239345838,0,0.694881148330908,0.281468488125863,133634454.524062,"MPA"
"772","Callinectes","MT_40",2024,9050.60909481876,6403.23671087925,0,0.267904342298308,0.10573239720121,0,"MPA"
"773","Callinectes","MT_40",2025,9050.76109745834,6403.3837837789,0,0.103282986023215,0.0395107804986453,9.35575315954895e+50,"MPA"
"774","Callinectes","MT_40",2026,9050.77775785312,6403.4147997705,1.26269040661936e+117,0.0398169977154183,0.0147606435595936,0,"MPA"
"775","Callinectes","MT_40",2027,9050.81190354982,6403.42536672692,0,0.015349878393751,0.00551425830329496,6.88158876591277e+290,"MPA"
"776","Callinectes","MT_40",2028,9050.80695035955,6403.42927082847,0,0.00591752418977105,0.00206000147691186,Inf,"MPA"
"777","Callinectes","MT_40",2029,9050.81684021421,6403.43072745368,NA,0.00228125925648427,0.000769568895036261,NA,"MPA"
"778","Callinectes","MT_40",2030,9050.8129754547,6403.43127153507,NA,0.000879445743073972,0.000287493025848707,NA,"MPA"
"779","Callinectes","MT_40",2031,9050.8164794988,6403.43147478765,NA,0.000339034101279778,0.000107400687146123,NA,"MPA"
"780","Callinectes","MT_40",2032,9050.81458218203,6403.43155071791,NA,0.000130700631715465,4.01223888873837e-05,NA,"MPA"
"781","Callinectes","MT_40",2033,9050.81596336137,6403.43157908367,NA,5.03862432378643e-05,1.49887873234205e-05,NA,"MPA"
"782","Callinectes","MT_40",2034,9050.81512177891,6403.43158968046,NA,1.94243398000765e-05,5.59946079951899e-06,NA,"MPA"
"783","Callinectes","MT_40",2035,9050.8156910126,6403.43159363916,NA,7.48825375708365e-06,2.091827743086e-06,NA,"MPA"
"784","Callinectes","MT_60",2015,4794.28317984539,567.386846390753,1005.06012638058,532.009906347106,42.1331179679154,7342.80589442989,"MPA"
"785","Callinectes","MT_60",2016,7434.23210147586,1036.44028713492,1558.19967856577,386.334074071953,31.4342418625958,833.693020036597,"MPA"
"786","Callinectes","MT_60",2017,9586.31926076262,1862.09423475183,3032.29258753887,261.676333122317,24.0297279281452,588.253170050605,"MPA"
"787","Callinectes","MT_60",2018,10169.4834396476,3166.44124384499,6069.65606430469,147.732482867999,18.0670973638963,521.003309683612,"MPA"
"788","Callinectes","MT_60",2019,10191.0751895686,4853.89642628272,10841.0546177867,68.4545351024006,12.857081954392,474.63972026416,"MPA"
"789","Callinectes","MT_60",2020,10225.63485557,6364.48806817571,14559.7118417252,29.9380148056699,8.24799582966715,385.838827371388,"MPA"
"790","Callinectes","MT_60",2021,10237.0756776511,7074.87616041377,14324.8918045192,13.1126871064314,4.52596061760978,235.843832065708,"MPA"
"791","Callinectes","MT_60",2022,10242.07778573,7200.12007425396,14562.7014803311,5.72888175819565,2.10550675641703,105.608835501958,"MPA"
"792","Callinectes","MT_60",2023,10244.6625082357,7209.08613113187,14510.4297570101,2.50163687344369,0.896743504565164,48.8639081827083,"MPA"
"793","Callinectes","MT_60",2024,10245.4484877785,7210.00267544182,14562.0835935316,1.0920330690342,0.375750383612268,22.1596978719459,"MPA"
"794","Callinectes","MT_60",2025,10246.0284702503,7210.26038801739,14549.4703458949,0.476643551933348,0.157269810488798,10.1214894747177,"MPA"
"795","Callinectes","MT_60",2026,10246.1245647185,7210.36282979163,14561.0589283202,0.208030324209141,0.065819049479886,4.6026232830985,"MPA"
"796","Callinectes","MT_60",2027,10246.2691562942,7210.40546755078,14557.9896614803,0.0907922906004352,0.0275453627680393,2.09646952325744,"MPA"
"797","Callinectes","MT_60",2028,10246.2653898222,7210.4233008061,14560.6114884876,0.039624757418905,0.0115276766056809,0.953969183324304,"MPA"
"798","Callinectes","MT_60",2029,10246.3072571794,7210.43076340993,14559.8676476065,0.0172934732890486,0.00482429191096595,0.434260072177579,"MPA"
"799","Callinectes","MT_60",2030,10246.2972260457,7210.43388643766,14560.4628972263,0.00754739273013031,0.00201894620785517,0.197635546936793,"MPA"
"800","Callinectes","MT_60",2031,10246.3112571797,7210.43519340621,14560.2836024718,0.0032939066216299,0.000844920127610349,0.0899539341115198,"MPA"
"801","Callinectes","MT_60",2032,10246.3054074869,7210.43574036593,14560.4190635568,0.00143755823916877,0.000353595276319245,0.0409404074830753,"MPA"
"802","Callinectes","MT_60",2033,10246.3106419178,7210.43596926596,14560.3760580971,0.0006273928125334,0.000147978018479125,0.0186334618421626,"MPA"
"803","Callinectes","MT_60",2034,10246.3078614695,7210.43606505956,14560.4069463371,0.000273812706349753,6.19281264587248e-05,0.00848065922789469,"MPA"
"804","Callinectes","MT_60",2035,10246.3099421989,7210.43610514874,14560.3966741871,0.000119499927688465,2.59166382636311e-05,0.0038598273661865,"MPA"
"805","Caranx","MT",2015,75.1925726753607,26.979111054707,97.7527692816833,0.0814910574380156,0.0206005248479965,0.352362920831517,"MPA"
"806","Caranx","MT",2016,107.121269878226,38.7067316770659,140.480551550634,0.0114822385546578,0.00252431582646444,0.0576242874120903,"MPA"
"807","Caranx","MT",2017,150.274641548072,55.1929191738645,198.200379671453,0.00160179603164065,0.000308200456006716,0.00933025617510413,"MPA"
"808","Caranx","MT",2018,206.358240884131,78.0145406391952,272.485493622505,0.00022003400948432,3.73991021402788e-05,0.00148314478219032,"MPA"
"809","Caranx","MT",2019,275.417756565547,108.928726309314,361.94222577426,2.95866214783212e-05,4.4986772846464e-06,0.000229733976554976,"MPA"
"810","Caranx","MT",2020,354.513668552567,149.551102715477,460.497689272689,3.86664981864296e-06,5.34544387810001e-07,3.43815275884616e-05,"MPA"
"811","Caranx","MT",2021,437.048660977586,200.736799823098,557.476808987828,4.87355930714485e-07,6.24545106932778e-08,4.92854663901914e-06,"MPA"
"812","Caranx","MT",2022,514.001670288171,261.685416594833,641.033277213219,5.88321542755675e-08,7.13403126072453e-09,6.72241197792237e-07,"MPA"
"813","Caranx","MT",2023,577.313234229431,329.100089675161,703.581094015108,6.77520514795978e-09,7.91448244053255e-10,8.70937533942221e-08,"MPA"
"814","Caranx","MT",2024,623.296869804209,397.13462481604,744.681387088836,7.45149559226668e-10,8.47046548930793e-11,1.07703449266763e-08,"MPA"
"815","Caranx","MT",2025,653.240191564238,458.838574276939,769.021550577784,7.87774035840326e-11,8.69870513237006e-12,1.28438600297621e-09,"MPA"
"816","Caranx","MT",2026,671.175594223855,508.758106918579,782.438953194305,8.08453218341785e-12,8.55294221170531e-13,1.49442299581148e-10,"MPA"
"817","Caranx","MT",2027,681.328193574352,544.937657590749,789.518076076845,8.13380452464677e-13,8.07061581198639e-14,1.71315104449927e-11,"MPA"
"818","Caranx","MT",2028,686.879188285798,568.807665187174,793.162237623182,8.08517981132107e-14,7.35669175331303e-15,1.94767967756342e-12,"MPA"
"819","Caranx","MT",2029,689.854303684232,583.474269953678,795.013699914706,7.98159192683618e-15,6.53494660321251e-16,2.20458983332143e-13,"MPA"
"820","Caranx","MT",2030,691.431411171492,592.059323424405,795.947988769645,7.84950787001122e-16,5.70478730836703e-17,2.48972125119839e-14,"MPA"
"821","Caranx","MT",2031,692.26249987089,596.933877479158,796.417822208847,7.70388998029478e-17,4.92633886044505e-18,2.80847886228056e-15,"MPA"
"822","Caranx","MT",2032,692.699083021689,599.652101306498,796.653678171347,7.55279509017443e-18,4.22694587143604e-19,3.16619605151332e-16,"MPA"
"823","Caranx","MT",2033,692.928046131282,601.152299766914,796.771973452558,7.4004383531969e-19,3.61360995453704e-20,3.56842657425998e-17,"MPA"
"824","Caranx","MT",2034,693.048019545178,601.97548814881,796.831279087466,7.24898018382158e-20,3.08296014269194e-21,4.02116243458904e-18,"MPA"
"825","Caranx","MT",2035,693.110855129935,602.425744071683,796.86100451915,7.09950455309294e-21,2.6272639318856e-22,4.53100258673144e-19,"MPA"
"826","Caranx","MT_20",2015,96.8782811308314,28.5944094547199,116.271245642815,0.108400169306777,0.0255625036168633,0.502463892903031,"MPA"
"827","Caranx","MT_20",2016,136.495024739085,40.5619368954856,166.565246933637,0.0167493083478454,0.00356450596570843,0.0872680534792371,"MPA"
"828","Caranx","MT_20",2017,189.331738283539,57.2418528129512,234.547780412454,0.00256157072080552,0.000495605780574628,0.0150271510197525,"MPA"
"829","Caranx","MT_20",2018,257.065914447837,80.1896794066412,322.346039861031,0.000385677750097036,6.8553731328759e-05,0.00254351132436784,"MPA"
"830","Caranx","MT_20",2019,339.35402947035,111.196522000718,428.903097535237,5.68399833019246e-05,9.41317225580215e-06,0.000420180414662436,"MPA"
"831","Caranx","MT_20",2020,432.459520301192,152.055515010403,547.899671046424,8.14461548051139e-06,1.27940886072062e-06,6.72024358057932e-05,"MPA"
"832","Caranx","MT_20",2021,528.726028523892,204.076902673437,667.406365315436,1.12660624926366e-06,1.71483215468348e-07,1.03190717151268e-05,"MPA"
"833","Caranx","MT_20",2022,618.126398973365,267.315081268493,773.215156456736,1.49509154830132e-07,2.25587712265668e-08,1.51093260710811e-06,"MPA"
"834","Caranx","MT_20",2023,691.922890887803,339.670453318906,855.010383125436,1.89725638779568e-08,2.89633123169274e-09,2.10412484751024e-07,"MPA"
"835","Caranx","MT_20",2024,746.143913096465,416.375919468185,910.591609533677,2.3052556169397e-09,3.60733855174216e-10,2.79679020664448e-08,"MPA"
"836","Caranx","MT_20",2025,782.123371841694,490.605496630151,944.553246423326,2.69834452870258e-10,4.33431389778657e-11,3.58038848240975e-09,"MPA"
"837","Caranx","MT_20",2026,804.194124727646,555.494117117876,963.788612983848,3.07018094308536e-11,5.00580589326511e-12,4.46427927747866e-10,"MPA"
"838","Caranx","MT_20",2027,817.020664280017,606.621506226429,974.173086212792,3.4266032095783e-12,5.5555743361293e-13,5.47551949891074e-11,"MPA"
"839","Caranx","MT_20",2028,824.226044447229,643.229223853284,979.625936227505,3.77876908583393e-13,5.94670018894351e-14,6.65270729974143e-12,"MPA"
"840","Caranx","MT_20",2029,828.193467539402,667.449809037677,982.446153979511,4.13788234065786e-14,6.18063859194318e-15,8.04157983606323e-13,"MPA"
"841","Caranx","MT_20",2030,830.353366033145,682.56149619377,983.893140331485,4.51313319270727e-15,6.28631201862287e-16,9.69412704354713e-14,"MPA"
"842","Caranx","MT_20",2031,831.521875739547,691.621527851715,984.632476092868,4.91161001960217e-16,6.30128455226897e-17,1.16698895786912e-14,"MPA"
"843","Caranx","MT_20",2032,832.151879883577,696.917611190689,985.009432845391,5.33886817426796e-17,6.25843784589612e-18,1.40382134852314e-15,"MPA"
"844","Caranx","MT_20",2033,832.490917878187,699.966331324743,985.201417727533,5.79952891347379e-18,6.18143207252967e-19,1.6880952706001e-16,"MPA"
"845","Caranx","MT_20",2034,832.673189214025,701.705573977558,985.299141583379,6.29773278207532e-19,6.08548342446025e-20,2.02955334589197e-17,"MPA"
"846","Caranx","MT_20",2035,832.771127885876,702.692620175224,985.348870718649,6.83744607891995e-20,5.97975181296721e-21,2.43984607106807e-18,"MPA"
"847","Caranx","MT_40",2015,110.18457237294,34.5199823289301,140.246634793245,0.15261150739467,0.0362931777979088,0.701452098542027,"MPA"
"848","Caranx","MT_40",2016,155.737582894736,49.0335465439633,201.020585653925,0.0285346119172077,0.006163749113526,0.145980596937544,"MPA"
"849","Caranx","MT_40",2017,216.767900867497,69.286935104688,282.922730106944,0.00528295426360057,0.00104384296130414,0.0301096527890183,"MPA"
"850","Caranx","MT_40",2018,295.391232924626,97.1777947278815,388.013966241713,0.000963168575837488,0.000175857526665697,0.00609812638402769,"MPA"
"851","Caranx","MT_40",2019,391.415460173522,134.887069330201,514.169500186158,0.000171919188775413,2.9406597689064e-05,0.00120348417276148,"MPA"
"852","Caranx","MT_40",2020,500.660974630869,184.584952921362,652.743883514737,2.98389488222318e-05,4.86649975807292e-06,0.00022949069141914,"MPA"
"853","Caranx","MT_40",2021,614.211601566719,247.824591825206,788.784138537721,4.99929696356107e-06,7.93984471143684e-07,4.19245811627951e-05,"MPA"
"854","Caranx","MT_40",2022,720.124885727898,324.582916781855,905.864730606118,8.03348758411232e-07,1.27095538063421e-07,7.2904215945469e-06,"MPA"
"855","Caranx","MT_40",2023,807.7860945451,412.163330770355,993.561459737271,1.23371854760175e-07,1.98464486145342e-08,1.20483501118911e-06,"MPA"
"856","Caranx","MT_40",2024,872.216520898104,504.609288094577,1051.33086790499,1.81270798802662e-08,3.00468490467345e-09,1.90164575189886e-07,"MPA"
"857","Caranx","MT_40",2025,914.880928457604,593.539131039795,1085.68076256579,2.5637740550964e-09,4.38589799976516e-10,2.8956464940444e-08,"MPA"
"858","Caranx","MT_40",2026,940.944830597096,670.701313698727,1104.71017132465,3.52244713041671e-10,6.15074274613473e-11,4.30308440501727e-09,"MPA"
"859","Caranx","MT_40",2027,956.009781035617,730.990391415011,1114.80435989369,4.74535652834125e-11,8.28673285071471e-12,6.30083151908694e-10,"MPA"
"860","Caranx","MT_40",2028,964.420688385779,773.787994174868,1120.02922500242,6.31527080970736e-12,1.07681884845603e-12,9.1499783876957e-11,"MPA"
"861","Caranx","MT_40",2029,969.022046159876,801.875293626756,1122.69838345252,8.34490154039438e-13,1.35903409401249e-13,1.32288689329211e-11,"MPA"
"862","Caranx","MT_40",2030,971.510647014053,819.273451327631,1124.0526513848,1.09828099079028e-13,1.67916342615141e-14,1.90821995195222e-12,"MPA"
"863","Caranx","MT_40",2031,972.848135953643,829.639015983402,1124.73737251726,1.44228973742637e-14,2.04546956479345e-15,2.74931169659571e-13,"MPA"
"864","Caranx","MT_40",2032,973.564514238298,835.665055638621,1125.08295360421,1.89179971411719e-15,2.46962752128631e-16,3.95877162428658e-14,"MPA"
"865","Caranx","MT_40",2033,973.947512312027,839.11695420015,1125.25721256884,2.47981912033959e-16,2.9658744401173e-17,5.69856974648766e-15,"MPA"
"866","Caranx","MT_40",2034,974.152073387008,841.077298187335,1125.34504256081,3.24949587297793e-17,3.55075979130358e-18,8.20172363807388e-16,"MPA"
"867","Caranx","MT_40",2035,974.261272877387,842.185067973545,1125.38930047825,4.25728149788194e-18,4.24339062951887e-19,1.18035061778206e-16,"MPA"
"868","Caranx","MT_60",2015,96.9873100013822,37.0416970427855,145.745618041572,0.259598339510547,0.065822400019825,1.11912580826981,"MPA"
"869","Caranx","MT_60",2016,138.102027692841,52.7000605819322,208.93697832298,0.072526319563538,0.0172587580997376,0.333514923116828,"MPA"
"870","Caranx","MT_60",2017,194.364441717566,74.6245058773276,294.802241501212,0.0201347852063684,0.00451597132302625,0.0988073571428944,"MPA"
"871","Caranx","MT_60",2018,269.006627007931,104.935506206099,406.280954266669,0.00552482837440502,0.00117609711366035,0.0288110934734994,"MPA"
"872","Caranx","MT_60",2019,363.92948510035,146.121476176628,542.439576536461,0.00149076869350004,0.000304162865949238,0.00820562037166259,"MPA"
"873","Caranx","MT_60",2020,477.908580626536,200.751782130135,695.689395880061,0.000393193712468205,7.78969194544721e-05,0.00226408931729173,"MPA"
"874","Caranx","MT_60",2021,604.813652240623,270.848122268224,851.027068923511,0.000100664430607819,1.96828866667949e-05,0.000600089724093724,"MPA"
"875","Caranx","MT_60",2022,733.330433088819,356.835953001122,989.950973753089,2.48368020648512e-05,4.88403978528357e-06,0.000151706506310927,"MPA"
"876","Caranx","MT_60",2023,849.756274850661,456.249735072771,1098.39350243397,5.87107932473092e-06,1.18344197851154e-06,3.6470003536195e-05,"MPA"
"877","Caranx","MT_60",2024,943.306798635348,562.852226662747,1172.67361655773,1.32634947431168e-06,2.78296132056991e-07,8.36261958753399e-06,"MPA"
"878","Caranx","MT_60",2025,1010.26456143066,667.233503526318,1218.30705856026,2.87053517476739e-07,6.31431694643406e-08,1.84511942663846e-06,"MPA"
"879","Caranx","MT_60",2026,1053.695918324,759.482563155971,1244.22646011515,5.99365913204148e-08,1.37669747501138e-08,3.96157098324847e-07,"MPA"
"880","Caranx","MT_60",2027,1079.86286084073,832.808249132377,1258.23157907958,1.21876418236413e-08,2.88209474534571e-09,8.36129803278448e-08,"MPA"
"881","Caranx","MT_60",2028,1094.86682551935,885.60304756778,1265.58288070703,2.43512199915847e-09,5.81254207366635e-10,1.74742509343427e-08,"MPA"
"882","Caranx","MT_60",2029,1103.21176464296,920.604970399376,1269.3809010317,4.8135036561145e-10,1.13681936952566e-10,3.63238908065349e-09,"MPA"
"883","Caranx","MT_60",2030,1107.77161626299,942.421124397155,1271.32676479207,9.45598708041834e-11,2.17348858517183e-11,7.52935105946203e-10,"MPA"
"884","Caranx","MT_60",2031,1110.23861597529,955.458347528844,1272.31938120094,1.85116974084065e-11,4.09223914507888e-12,1.55842753208021e-10,"MPA"
"885","Caranx","MT_60",2032,1111.56608069073,963.043879310879,1272.82460335057,3.61709893261031e-12,7.63062043969067e-13,3.22321598824224e-11,"MPA"
"886","Caranx","MT_60",2033,1112.27826874033,967.386688559186,1273.08145893774,7.06036913387536e-13,1.41457623349021e-13,6.66385710419268e-12,"MPA"
"887","Caranx","MT_60",2034,1112.6597520915,969.849577909304,1273.21196898426,1.3773795936521e-13,2.61344057625609e-14,1.37745417003802e-12,"MPA"
"888","Caranx","MT_60",2035,1112.86391913454,971.238750528098,1273.27826247269,2.68627608291732e-14,4.81891397645762e-15,2.84698729799498e-13,"MPA"
"889","Cephalopholis","MT",2015,660.539277108026,513.881664096561,965.520604081552,10.6125732204514,8.13954761092196,15.1248560762994,"MPA"
"890","Cephalopholis","MT",2016,814.604168490881,569.579655140105,1320.43967375616,0.658857336562107,0.462012880351271,1.03392535698668,"MPA"
"891","Cephalopholis","MT",2017,943.264323123095,613.769088065375,1605.11064621607,0.0392490225025338,0.0258689677595254,0.065284341303463,"MPA"
"892","Cephalopholis","MT",2018,1032.22977101728,645.997510682004,1754.21977302993,0.00219538329782002,0.00140819901042946,0.00366403879049663,"MPA"
"893","Cephalopholis","MT",2019,1084.14194861281,668.086138053827,1804.40586910764,0.000116043134894136,7.48729226038157e-05,0.000184886269621487,"MPA"
"894","Cephalopholis","MT",2020,1110.81219757016,682.542395246978,1816.98375979408,5.88662201787081e-06,3.91166524458858e-06,8.78053094063654e-06,"MPA"
"895","Cephalopholis","MT",2021,1123.47644345186,691.703203167679,1819.79568374716,2.91298369856009e-07,2.01880498359404e-07,4.08228724848581e-07,"MPA"
"896","Cephalopholis","MT",2022,1129.24317953111,697.385356566939,1820.40565994015,1.42288224847775e-08,1.03352310002488e-08,1.88773544974573e-08,"MPA"
"897","Cephalopholis","MT",2023,1131.81636595752,700.861875162077,1820.53707891997,6.90710239372256e-10,5.26391639568133e-10,8.7187187422435e-10,"MPA"
"898","Cephalopholis","MT",2024,1132.95388192058,702.970820062871,1820.56535104252,3.34338375697937e-11,2.67241813362642e-11,4.02577974301751e-11,"MPA"
"899","Cephalopholis","MT",2025,1133.45463079533,704.243464602801,1820.57143126834,1.61630662495963e-12,1.35408248630789e-12,1.85875754985481e-12,"MPA"
"900","Cephalopholis","MT",2026,1133.67465423561,705.00899691933,1820.57273879662,7.80938293497707e-14,6.85277571971448e-14,8.58203313424895e-14,"MPA"
"901","Cephalopholis","MT",2027,1133.77124927393,705.4685997932,1820.57301997119,3.77226330830703e-15,3.46556648218192e-15,3.96238334820222e-15,"MPA"
"902","Cephalopholis","MT",2028,1133.81364063163,705.744211668971,1820.57308043557,1.82196471060543e-16,1.75183481718888e-16,1.82945843966962e-16,"MPA"
"903","Cephalopholis","MT",2029,1133.83224115186,705.909373760029,1820.57309343795,8.79948284368626e-18,8.85316757496658e-18,8.44672885638151e-18,"MPA"
"904","Cephalopholis","MT",2030,1133.84040204407,706.008306768588,1820.57309623401,4.24976798602826e-19,4.47338426702372e-19,3.89990966540445e-19,"MPA"
"905","Cephalopholis","MT",2031,1133.84398245448,706.067553338801,1820.57309683528,2.05243443500704e-20,2.26012764163654e-20,1.80061365430952e-20,"MPA"
"906","Cephalopholis","MT",2032,1133.84555324693,706.103028142901,1820.57309696458,9.91223545057568e-22,1.14184015052091e-21,8.31355032896903e-22,"MPA"
"907","Cephalopholis","MT",2033,1133.84624237437,706.124267322931,1820.57309699238,4.78710724109523e-23,5.7685017672419e-23,3.83842024572935e-23,"MPA"
"908","Cephalopholis","MT",2034,1133.8465447014,706.136982783716,1820.57309699836,2.3119283263827e-24,2.91415061344446e-24,1.77222358667439e-24,"MPA"
"909","Cephalopholis","MT",2035,1133.84667733458,706.144595023485,1820.57309699965,1.11654293366791e-25,1.47216237917592e-25,8.18247153792461e-26,"MPA"
"910","Cephalopholis","MT_20",2015,796.877289116943,618.163626563264,1159.84395028165,15.3320143099958,11.8453543570141,21.692041381179,"MPA"
"911","Cephalopholis","MT_20",2016,983.245615498337,687.427274839385,1583.12546644955,1.14328887653968,0.819356055315136,1.7561663022322,"MPA"
"912","Cephalopholis","MT_20",2017,1138.63610674724,742.652982149187,1921.41485226494,0.0820405727072852,0.0560553506784244,0.131719867744709,"MPA"
"913","Cephalopholis","MT_20",2018,1245.40193312095,782.858581104381,2097.66542293061,0.00552540923582804,0.00372561592578705,0.00878473694219742,"MPA"
"914","Cephalopholis","MT_20",2019,1307.11978794185,810.269054711007,2156.72259631002,0.0003514525638999,0.000241611636984189,0.000527007066665026,"MPA"
"915","Cephalopholis","MT_20",2020,1338.48687682265,828.072391798419,2171.49588935711,2.14493519769945e-05,1.53846114766609e-05,2.97747019203242e-05,"MPA"
"916","Cephalopholis","MT_20",2021,1353.21854707268,839.252693221497,2174.79790471321,1.27711703179808e-06,9.67271905801277e-07,1.64734718620697e-06,"MPA"
"917","Cephalopholis","MT_20",2022,1359.85565106083,846.119616448187,2175.51441104244,7.50741626755243e-08,6.03109474875579e-08,9.06604860915396e-08,"MPA"
"918","Cephalopholis","MT_20",2023,1362.7869667418,850.278305762897,2175.66884726718,4.38648283772257e-09,3.74074757585553e-09,4.98349602462926e-09,"MPA"
"919","Cephalopholis","MT_20",2024,1364.06991397873,852.775041089238,2175.70208601343,2.55594093431035e-10,2.31265593481766e-10,2.73865899968102e-10,"MPA"
"920","Cephalopholis","MT_20",2025,1364.62915650537,854.266089853296,2175.70923761668,1.48750359634678e-11,1.42694662694079e-11,1.50493454121711e-11,"MPA"
"921","Cephalopholis","MT_20",2026,1364.87249734807,855.153714231394,2175.71077624162,8.65235556959084e-13,8.79406673344142e-13,8.2697437611412e-13,"MPA"
"922","Cephalopholis","MT_20",2027,1364.97829725162,855.681114282715,2175.71110726281,5.03164545515964e-14,5.41581884663396e-14,4.54428306157774e-14,"MPA"
"923","Cephalopholis","MT_20",2028,1365.02428063682,855.994124664144,2175.71117847879,2.92578159784225e-15,3.33392058112188e-15,2.49711450299419e-15,"MPA"
"924","Cephalopholis","MT_20",2029,1365.04426294683,856.179770247687,2175.71119380021,1.70119748957055e-16,2.05181146266485e-16,1.37218126863416e-16,"MPA"
"925","Cephalopholis","MT_20",2030,1365.05294568438,856.289832080193,2175.71119709646,9.8914346528174e-18,1.26256863764499e-17,7.54022846514013e-18,"MPA"
"926","Cephalopholis","MT_20",2031,1365.05671837009,856.355067848454,2175.71119780561,5.75122347166111e-19,7.76844670701695e-19,4.14340628981665e-19,"MPA"
"927","Cephalopholis","MT_20",2032,1365.05835758275,856.393728904033,2175.71119795818,3.3439489392829e-20,4.77959001703145e-20,2.27682964003656e-20,"MPA"
"928","Cephalopholis","MT_20",2033,1365.0590698032,856.416638920815,2175.711197991,1.94427795818087e-21,2.94058421500323e-21,1.25113320920606e-21,"MPA"
"929","Cephalopholis","MT_20",2034,1365.05937925283,856.430214414658,2175.71119799806,1.13046409494303e-22,1.80912514497303e-22,6.87506117966282e-23,"MPA"
"930","Cephalopholis","MT_20",2035,1365.05951370351,856.438258434699,2175.71119799958,6.5728703422542e-24,1.11300948297487e-23,3.77789238394057e-24,"MPA"
"931","Cephalopholis","MT_40",2015,898.41022029792,706.439583226942,1330.82427477419,20.6270541157665,15.8276951532753,29.3837342239987,"MPA"
"932","Cephalopholis","MT_40",2016,1113.02064771402,784.94960264561,1821.2374348781,1.77112143103118,1.24780524637478,2.75594213812946,"MPA"
