"","Name","Adjusted","Year","Biomass_est","Biomass_lo","Biomass_hi","Catch_est","Catch_lo","Catch_hi","Status","Fishing_est"
"1302","Octopus","MT_60",2021,5075.40954501139,2641.18669981599,6056.45455229171,863.439579366119,346.080476480875,2199.14998797953,"MPA 2015",0.176890926964242
"1303","Octopus","MT_60",2022,5158.41599231977,2735.20503857279,6214.52309306346,862.278494209751,353.009356307664,2216.40222643743,"MPA 2015",0.173101868439467
"1304","Octopus","MT_60",2023,5230.62681032862,2817.74740610643,6368.18057793522,858.228716215384,357.949907732366,2230.30918308274,"MPA 2015",0.169393997162403
"1305","Octopus","MT_60",2024,5295.2744934206,2890.36043400429,6517.45402786151,852.179807001538,361.134434849579,2240.96479609862,"MPA 2015",0.165765570018331
"1306","Octopus","MT_60",2025,5354.55721517727,2954.54979191039,6662.41270802859,844.759814836578,362.812937988309,2248.51812971612,"MPA 2015",0.162214882309366
"1307","Octopus","MT_60",2026,5409.95361005471,3011.69691874527,6803.17862555678,836.400672071097,363.230583057709,2253.15098338405,"MPA 2015",0.158740266598869
"1308","Octopus","MT_60",2027,5462.44993345531,3063.01956549031,6939.90877881812,827.394747335942,362.613009897368,2255.06083968933,"MPA 2015",0.155340091676472
"1309","Octopus","MT_60",2028,5512.70034584885,3109.55959425555,7072.77696325776,817.938509306769,361.158536338194,2254.44872208038,"MPA 2015",0.152012761619277
"1310","Octopus","MT_60",2029,5561.13785458839,3152.18765166882,7201.96040810228,808.164094347089,359.035564549929,2251.51117606314,"MPA 2015",0.148756714926666
"1311","Octopus","MT_60",2030,5608.04981739603,3191.61765061783,7327.63125473049,798.161189343942,356.383419074063,2246.43545975904,"MPA 2015",0.145570423710748
"1312","Octopus","MT_60",2031,5653.62857641267,3228.42608872976,7449.9517939325,787.991771931742,353.315130442501,2239.39706469908,"MPA 2015",0.142452392929117
"1313","Octopus","MT_60",2032,5698.00498033991,3263.07281635275,7569.07232199881,777.69983706194,349.921081394883,2230.55881506948,"MPA 2015",0.139401159650554
"1314","Octopus","MT_60",2033,5741.27032749713,3295.92111743287,7685.13067544496,767.31771731149,346.272813230538,2220.0709564069,"MPA 2015",0.136415292347157
"1315","Octopus","MT_60",2034,5783.4905850817,3327.25590918964,7798.25274622003,756.870141916651,342.42658900997,2208.07180506734,"MPA 2015",0.133493390208535
"1316","Octopus","MT_60",2035,5824.715520327,3357.29952591061,7908.55349637254,746.37682058045,338.426519085633,2194.68866725538,"MPA 2015",0.130634082475063
"1317","Panulirus","MT",2015,156.278751250676,81.1310225210824,269.23388969462,13.4969431557632,4.97919726581676,36.585740842601,"MPA 2015",0.0935456538290859
"1318","Panulirus","MT",2016,168.226774592743,81.3436761516404,325.430957565137,14.2497864210378,4.86610424844551,43.6232470477062,"MPA 2015",0.0915415839607537
"1319","Panulirus","MT",2017,179.944028550053,81.6357700138033,386.672215794734,14.9577339100731,4.76276666333184,51.290532953574,"MPA 2015",0.0895804822864352
"1320","Panulirus","MT",2018,191.261825926762,81.9962557344634,450.468829554842,15.6097611386244,4.66781343354092,59.3215997347067,"MPA 2015",0.0876614261760079
"1321","Panulirus","MT",2019,202.037729095444,82.4161177166562,513.660366620137,16.1969052659643,4.5800788740731,67.3535087998673,"MPA 2015",0.0857835124681794
"1322","Panulirus","MT",2020,212.164668934987,82.8879028588493,573.059056052263,16.712703353562,4.4985659034635,74.9724836994129,"MPA 2015",0.0839458571374818
"1323","Panulirus","MT",2021,221.574613578703,83.4053386732047,626.177579719094,17.1533951185241,4.4224172443203,81.7864597350138,"MPA 2015",0.0821475949752296
