"","Name","Adjusted","Year","Leave_est","Arrive_est","Surplus_est","Catch_est","Biomass_est","Profit_est","Fishing_est","PV_est","Leave_lo","Arrive_lo","Surplus_lo","Catch_lo","Biomass_lo","Profit_lo","Fishing_lo","PV_lo","Leave_hi","Arrive_hi","Surplus_hi","Catch_hi","Biomass_hi","Profit_hi","Fishing_hi","PV_hi","Status"
"2764","Micropogonias","MT_60",2027,712.76549635542,702.767464804449,228.541858122147,218.319671883007,712.989651043589,14.5727246872918,0.3106570563049,4.64331918337969,387.660591206731,383.834612454711,87.785395931069,83.4086359394427,388.211372446337,7.97009967913345,0.217303581368093,2.53951937799534,709.850710524047,685.093184662751,427.209966409725,405.323712888211,706.979438184266,18.8993034935547,0.59163296608729,6.02190052630754,"MPA 2025"
"2765","Micropogonias","MT_60",2028,712.989651043589,702.994708963887,228.559759212791,218.391093421024,713.163374755653,14.5774920200189,0.310658232041179,4.22258018409529,388.211372446337,384.382577852141,87.8104723008324,83.5280375630664,388.665012589907,7.98150903883044,0.217304431511453,2.31195886509558,706.979438184266,681.161284538066,425.681976661859,402.998252862027,703.845008337897,18.7908729030897,0.591634113696469,5.44304654418442,"MPA 2025"
"2766","Micropogonias","MT_60",2029,713.163374755653,703.16651307145,228.572960785564,218.445292724893,713.294181132121,14.5811097819062,0.310659408069247,3.83966192804401,388.665012589907,384.832831174302,87.8308297174167,83.6262071528607,389.037453738858,7.99088958256628,0.217305282653974,2.10425097679856,703.845008337897,677.923719477736,424.302958936356,401.08357322221,701.143105191882,18.7015960091543,0.591635255853269,4.92471473461618,"MPA 2025"
"2767","Micropogonias","MT_60",2030,713.294181132121,703.29616775179,228.58293148203,218.486398422811,713.392700811009,14.5838535557034,0.310660584318611,3.49125859039959,389.037453738858,385.202524671081,87.8474023126356,83.7068716811708,389.343055302545,7.99859743927828,0.21730613461749,1.91480063306777,701.143105191882,675.251914927194,423.144268935599,399.503607658816,698.892576203977,18.6279260241379,0.591636393510844,4.45937738641554,"MPA 2025"
"2768","Micropogonias","MT_60",2031,713.392700811009,703.393787740853,228.590428536776,218.517552590125,713.466663687504,14.5859330725163,0.310661760735697,3.17432400926467,389.343055302545,385.505868677731,87.8609038201091,83.773118891581,389.593653606259,8.00492765671594,0.217306987255263,1.74210548799375,698.892576203977,673.042908043315,422.181036386463,398.197441981755,697.026502448023,18.5670226668704,0.591637527448887,4.0407250971871,"MPA 2025"
"2769","Micropogonias","MT_60",2032,713.466663687504,703.467066426206,228.596051203142,218.541145135567,713.521972493782,14.5875078569087,0.310662937279796,2.88606066202823,389.593653606259,385.754613514446,87.8719100722962,83.827502005115,389.799021581627,8.01012420659358,0.217307840446543,1.58476037150246,697.026502448023,671.213696299352,421.381101447375,397.115970716001,695.478827030726,18.516596267852,0.591638658307254,3.66340985777066,"MPA 2025"
"2770","Micropogonias","MT_60",2033,713.521972493782,703.521852974695,228.600251736721,218.558993077727,713.563111633689,14.588699193469,0.310664113919982,2.62390578328686,389.799021581627,385.958460020128,87.8808859246484,83.8721289207453,389.967217024032,8.01438850810255,0.217308694092031,1.44145821892963,695.478827030726,669.696995705325,420.716431525575,396.219387634095,694.194039596805,18.4747907589201,0.591639786612447,3.32285350972529,"MPA 2025"
"2771","Micropogonias","MT_60",2034,713.563111633689,703.562592970737,228.603373161126,218.572477423594,713.59348870827,14.5895992633473,0.310665290632762,2.38551606251454,389.967217024032,386.125406674127,87.8882075788785,83.9087376381901,390.104876614815,8.01788663489993,0.217309548110118,1.3109885343476,694.194039596805,668.438010766283,420.163765755462,395.475274839077,693.126501682668,18.4400945718492,0.591640912798649,3.01510281409477,"MPA 2025"
"2772","Micropogonias","MT_60",2035,713.59348870827,703.592664389228,228.605675627695,218.582647534562,713.615692482361,14.5902781106063,0.310666467400293,2.16875187224177,390.104876614815,386.262041358468,87.894180120796,83.938759652497,390.217461826767,8.02075537274666,0.217310402433767,1.1922341780992,693.126501682668,667.39194343208,419.703924929903,394.857129039424,692.238739322559,18.4112719221406,0.591642037224575,2.73671825504603,"MPA 2025"
"2773","Mugil","MT",2015,396.747436105456,396.747436105456,308.84055569244,227.074532898216,823.539586494223,15.157128882651,0.306123787649641,15.157128882651,31.6050357519797,31.6050357519797,23.0808130996205,12.0506389860963,70.1201085835242,0.884842337509672,0.203937254190295,0.884842337509672,595.543900167449,595.543900167449,698.396197339865,4278.8363972247,0,276.94703211026,3.84286102066975,276.94703211026,"MPA 2025"
"2774","Mugil","MT",2016,440.481078677367,440.481078677367,329.34255179244,252.105714573389,900.776423713275,16.8279453016668,0.306124585518218,15.2981320924243,37.5046707800991,37.5046707800991,27.1682988553009,14.3001086645803,82.9882987742447,1.05001408814643,0.203937343416213,0.954558261951301,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2775","Mugil","MT",2017,481.792226228517,481.792226228517,346.239207097742,275.75059546148,971.265035349536,18.4062261773768,0.306125458218314,15.2117571713858,44.3873931030944,44.3873931030944,31.8490499485435,16.9244219502466,97.9129267725416,1.24270944168842,0.203937449016596,1.02703259643671,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2776","Mugil","MT",2018,519.493995757514,519.493995757514,359.565537825491,297.329867952694,1033.50070522233,19.8466283229394,0.306126399212643,14.9110656070168,52.370028482571,52.370028482571,37.159323587917,19.9681247108727,115.104125649586,1.46619925177733,0.203937573608233,1.10157719893112,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2777","Mugil","MT",2019,552.781569843026,552.781569843026,369.670466939319,316.382884310899,1086.78828785075,21.1184040107641,0.306127400506066,14.4241540951876,61.5649693807408,61.5649693807408,43.1183317946336,23.4740729562385,134.748384487981,1.72363028632599,0.203937720075309,1.1772626776354,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2778","Mugil","MT",2020,581.283140697921,581.283140697921,377.084567789071,332.696817765479,1131.17603787435,22.2073474077575,0.306128453429899,13.7890155340591,72.071961958704,72.071961958704,49.7209298498159,27.4803014208098,156.989012916987,2.01779529649163,0.20393789153933,1.25289212516012,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2779","Mugil","MT",2021,605.024517956644,605.024517956644,382.388511586766,346.286410723706,1167.27813873741,23.1144427436325,0.306129549362124,13.0475003365012,83.9676572738191,83.9676572738191,56.9300676147254,32.0160396500165,181.903040881696,2.35084048984697,0.203938091304173,1.32698817023347,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2780","Mugil","MT",2022,624.334205786437,624.334205786437,386.118024399054,357.339650682603,1196.05651245386,23.8522381942334,0.306130680275673,12.2399696673434,97.2932558146368,97.2932558146368,64.6701511297462,37.097001064496,209.476190946946,2.7239196212535,0.20393832277176,1.39780146705415,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2781","Mugil","MT",2023,639.726700944035,639.726700944035,388.715476394641,366.15097979553,1218.62100905297,24.4403876620425,0.306131839075334,11.4016212195297,112.041121105457,112.041121105457,72.8229059249399,42.7202788790773,239.578817992809,3.13681921731992,0.203938589325872,1.46334931526346,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2782","Mugil","MT",2024,651.795621448633,651.795621448633,390.519101536567,373.060129421311,1236.07998116822,24.9015680315282,0.306133019741083,10.5606956959115,128.141910733105,128.141910733105,81.2275789043187,48.8594392116871,271.94695768544,3.58759828122151,0.203938894185352,1.52149188674326,0,0,0,0,0,0,3.84286102066975,0,"MPA 2025"
"2783","Mugil","MT",2025,661.133784417415,661.133784417415,391.774109050022,361.93781950329,1265.91627071496,24.1591583413831,0.292811003347228,9.31440137678575,145.454439870027,145.454439870027,89.6871271241602,53.0469623819625,308.587122427638,3.89507443598471,0.195063636061418,1.50171981062242,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2784","Mugil","MT",2026,677.092119898555,668.28369301974,392.436382069792,365.853485048109,1283.69074085782,24.4205259158055,0.292812161205178,8.55924535561708,165.051918307298,163.760922273985,98.5042809316387,59.7234163959476,346.076990930016,4.38530487531822,0.195064008706752,1.53702260616504,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2785","Mugil","MT",2027,686.599031175011,673.713595335781,392.008408208566,368.827568180162,1293.986145047,24.6190435951102,0.292813328475509,7.84438599195687,185.10387207882,182.770133309741,106.686451022705,66.6561954980419,383.773507685601,4.89435621581473,0.195064424609195,1.55949272321081,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2786","Mugil","MT",2028,692.105664756491,677.811365044348,391.902274358067,371.072399061005,1300.52172063192,24.7688842593731,0.292814502850281,7.17466349576111,205.266354411411,202.130159345808,114.091112982709,73.7169631767976,421.01146242591,5.41280510768223,0.195064884567312,1.56789683415235,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2787","Mugil","MT",2029,695.601304104779,680.888921795022,392.000967675498,372.758730032082,1305.05157596558,24.8814454970753,0.292815682561954,6.55206225169319,225.183568763639,221.450695314059,120.613753939669,80.7633802763629,457.128962639636,5.93020005037572,0.195065388491542,1.56160701755142,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2788","Mugil","MT",2030,698.024157354757,683.191744585499,392.134362953402,374.020942937102,1308.33258321262,24.9656971919826,0.292816866268279,5.97658941471867,244.501493140531,240.332634746868,126.194894485638,87.6498959019714,491.505102829641,6.43585373498044,0.195065935384161,1.54069221505715,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2789","Mugil","MT",2031,699.779047629647,684.909983957455,392.248693370851,374.96313184482,1310.74908106646,25.0285875414063,0.292818052956444,5.44694987668433,262.888027995663,258.400625700683,130.826111780759,94.239620184375,523.604192131045,6.91971482074376,0.195066523393323,1.50593155635275,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2790","Mugil","MT",2032,701.071543580949,686.189220661269,392.336422294046,375.664992370032,1312.53818807079,25.0754361644731,0.292819241865856,4.96104136548665,280.056651959732,275.333138001953,134.549761442184,100.415289708711,553.01514990674,7.37317308596642,0.195067149935521,1.45874298793641,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2791","Mugil","MT",2033,702.028471209034,687.139954378935,392.401524517818,376.187015890624,1313.86417986789,25.1102808124089,0.292820432427369,4.51630472120041,295.787493097704,290.884948611433,137.45067540728,106.087468135656,579.475812692092,7.78966156625262,0.195067811869211,1.4010391031085,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2792","Mugil","MT",2034,702.7376955216,687.845523682544,392.449373944331,376.574825048006,1314.84655692516,25.1361667599691,0.29282162421622,4.10996412400385,309.940329800827,304.89876766259,139.641934001557,111.19878667788,602.877397877531,8.16496791199351,0.195068505694906,1.33503749845337,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2793","Mugil","MT",2035,703.263132929771,688.36848620104,392.484474688156,376.862666368967,1315.57371851562,25.1553799352797,0.292822816916031,3.73918693790572,322.4569782465,317.305347345243,141.24872893112,115.723984415973,623.250511491422,8.49723734296137,0.195069227755502,1.26306018684001,0,0,0,0,0,0,3.67561653516713,0,"MPA 2025"
"2794","Mugil","MT_20",2015,483.413412847778,483.413412847778,375.480271577579,272.48944345426,1006.79828182332,18.1885546614053,0.301490591097412,18.1885546614053,40.117453461008,40.117453461008,29.2381889319054,15.2000491158222,89.0432027660833,1.11754748589697,0.202653641207592,1.11754748589697,719.179319328013,719.179319328013,843.699306576307,4884.87285609393,0,315.76145591443,3.63294523880435,315.76145591443,"MPA 2025"
"2795","Mugil","MT_20",2016,538.499424266797,538.499424266797,401.048553414361,303.541007739807,1104.30582749787,20.2612279408612,0.30149138434175,18.4192981280556,47.62593886987,47.62593886987,34.4160151870352,18.0449375325632,105.414280420555,1.32671104957884,0.202653734052753,1.20610095416258,0,0,0,0,0,0,3.63294523880435,0,"MPA 2025"
