"","Name","Adjusted","Year","Leave_est","Arrive_est","Surplus_est","Catch_est","Biomass_est","Leave_lo","Arrive_lo","Surplus_lo","Catch_lo","Biomass_lo","Leave_hi","Arrive_hi","Surplus_hi","Catch_hi","Biomass_hi","Status"
"4729","Scorpaena","MT",2024,19.9836024795368,19.9836024795368,3.48006616550859,3.41259178190879,20.0510768631366,8.86077542745435,8.86077542745435,0.809909971249005,0.909319739500964,8.76136565920239,44.10615167701,44.10615167701,14.4954119958013,13.7695709456791,44.8319927271322,"No MPA"
"4730","Scorpaena","MT",2025,20.0510768631366,20.0510768631366,3.4844984161684,3.42411435533857,20.1114609239665,8.76136565920239,8.76136565920239,0.807905222962204,0.899118006558874,8.67015287560572,44.8319927271322,44.8319927271322,14.6168623678136,13.9961724390067,45.4526826559391,"No MPA"
"4731","Scorpaena","MT",2026,20.1114609239665,20.1114609239665,3.48842315687859,3.43442611719218,20.1654579636529,8.67015287560572,8.67015287560572,0.805924406243159,0.889757473127196,8.58631980872169,45.4526826559391,45.4526826559391,14.7177109836799,14.1899466334221,45.980447006197,"No MPA"
"4732","Scorpaena","MT",2027,20.1654579636529,20.1654579636529,3.49189935695264,3.44364717000635,20.2137101505992,8.58631980872169,8.58631980872169,0.803984533296176,0.881154268682541,8.50915007333532,45.980447006197,45.980447006197,14.8012801595372,14.3547102409273,46.427016924807,"No MPA"
"4733","Scorpaena","MT",2028,20.2137101505992,20.2137101505992,3.49497903005084,3.45188717662181,20.2568020040282,8.50915007333532,8.50915007333532,0.802097825673844,0.873234875594046,8.43801302341512,46.427016924807,46.427016924807,14.8704268466051,14.4941256272783,46.8033181441338,"No MPA"
"4734","Scorpaena","MT",2029,20.2568020040282,20.2568020040282,3.49770805609929,3.45924595515184,20.2952641049756,8.43801302341512,8.43801302341512,0.80027282852903,0.865934575046774,8.37235127689737,46.8033181441338,46.8033181441338,14.927578915968,14.6116037145621,47.1192933455397,"No MPA"
"4735","Scorpaena","MT",2030,20.2952641049756,20.2952641049756,3.50012691097871,3.46581411270715,20.3295769032472,8.37235127689737,8.37235127689737,0.798515263417768,0.859196166797119,8.31167037351802,47.1192933455397,47.1192933455397,14.9747816316828,14.7102485245808,47.3838264526417,"No MPA"
"4736","Scorpaena","MT",2031,20.3295769032472,20.3295769032472,3.50227131197952,3.47167369550838,20.3601745197183,8.31167037351802,8.31167037351802,0.796828684369567,0.852968907828042,8.25553015005955,47.3838264526417,47.3838264526417,15.0137469587081,14.7928335438406,47.6047398675092,"No MPA"
"4737","Scorpaena","MT",2032,20.3601745197183,20.3601745197183,3.50417278721321,3.47689883820337,20.3874484687282,8.25553015005955,8.25553015005955,0.795214984878808,0.847207627250655,8.2035375076877,47.6047398675092,47.6047398675092,15.0459012697111,14.8618008607162,47.7888402765041,"No MPA"
"4738","Scorpaena","MT",2033,20.3874484687282,20.3874484687282,3.50585917697344,3.48155639953879,20.4117512461628,8.2035375076877,8.2035375076877,0.793674791196955,0.841871984066306,8.15534031481835,47.7888402765041,47.7888402765041,15.0724290768629,14.9192754656499,47.9419938877171,"No MPA"
"4739","Scorpaena","MT",2034,20.4117512461628,20.4117512461628,3.50735507460288,3.48570657509577,20.4333997456699,8.15534031481835,8.15534031481835,0.792207768394671,0.836925841460227,8.1106222417528,47.9419938877171,47.9419938877171,15.0943117641645,14.9670887396491,48.0692169122324,"No MPA"
"4740","Scorpaena","MT",2035,20.4333997456699,20.4333997456699,3.50868221385033,3.48940348067545,20.4526784788448,8.1106222417528,8.1106222417528,0.790812859138048,0.832336736716079,8.06909836417476,48.0692169122324,48.0692169122324,15.1123611152176,15.0068067017787,48.1747713256713,"No MPA"
"4741","Scorpaena","MT_20",2016,23.0525437732024,23.0525437732024,4.1044792778502,3.9110542851646,23.245968765888,12.0975125443026,12.0975125443026,0.984712801132486,1.24402769225746,11.8381976531776,39.9816560115732,39.9816560115732,14.6710406050197,12.5063340497726,42.1463625668203,"No MPA"
"4742","Scorpaena","MT_20",2017,23.245968765888,23.245968765888,4.11859624895742,3.94387043135408,23.4206945834913,11.8381976531776,11.8381976531776,0.984426251104103,1.21736147435582,11.6052624299259,42.1463625668203,42.1463625668203,15.1905871708675,13.1834581611855,44.1534915765024,"No MPA"
"4743","Scorpaena","MT_20",2018,23.4206945834913,23.4206945834913,4.13105774414586,3.97351410818166,23.5782382194555,11.6052624299259,11.6052624299259,0.983391150239875,1.19340796596588,11.3952456141999,44.1534915765024,44.1534915765024,15.6470948398295,13.8112917323814,45.9892946839504,"No MPA"
"4744","Scorpaena","MT_20",2019,23.5782382194555,23.5782382194555,4.14205720912517,4.00024268610348,23.7200527424772,11.3952456141999,11.3952456141999,0.981826931591192,1.17181123410501,11.2052613116861,45.9892946839504,45.9892946839504,16.0433877595581,14.385534252619,47.6471481908895,"No MPA"
"4745","Scorpaena","MT_20",2020,23.7200527424772,23.7200527424772,4.15176661451389,4.02430269021493,23.8475166667761,11.2052613116861,11.2052613116861,0.979896485255089,1.15227451260496,11.0328832843362,47.6471481908895,47.6471481908895,16.3838226207786,14.9041138171414,49.1268569945267,"No MPA"
"4746","Scorpaena","MT_20",2021,23.8475166667761,23.8475166667761,4.16033836792891,4.04592799682915,23.9619270378759,11.0328832843362,11.0328832843362,0.977721278525462,1.13454830328923,10.8760562595725,49.1268569945267,49.1268569945267,16.6736932200039,15.3669693974435,50.4335808170871,"No MPA"
"4747","Scorpaena","MT_20",2022,23.9619270378759,23.9619270378759,4.16790721676201,4.06533866042269,24.0644955942152,10.8760562595725,10.8760562595725,0.97539213690628,1.11842125560186,10.7330271408769,50.4335808170871,50.4335808170871,16.9187103092878,15.7757149639355,51.5765761624395,"No MPA"
"4748","Scorpaena","MT_20",2023,24.0644955942152,24.0644955942152,4.17459208040862,4.08274026242118,24.1563474122027,10.7330271408769,10.7330271408769,0.972977026867643,1.1037130927622,10.6022910749823,51.5765761624395,51.5765761624395,17.1245944155436,16.1332459677081,52.5679246102749,"No MPA"
"4749","Scorpaena","MT_20",2024,24.1563474122027,24.1563474122027,4.18049777294883,4.09832368132168,24.2385215038298,10.6022910749823,10.6022910749823,0.97052673705889,1.09026906567365,10.4825487463676,52.5679246102749,52.5679246102749,17.296790245646,16.4433415486607,53.4213733072602,"No MPA"
"4750","Scorpaena","MT_20",2025,24.2385215038298,24.2385215038298,4.18571659413525,4.11226519408269,24.3119729038824,10.4825487463676,10.4825487463676,0.968079067260743,1.07795556137377,10.3726722522545,53.4213733072602,53.4213733072602,17.4402911844072,16.7103018390436,54.1513626526238,"No MPA"
"4751","Scorpaena","MT_20",2026,24.3119729038824,24.3119729038824,4.19032977884786,4.12472683023674,24.3775758524935,10.3726722522545,10.3726722522545,0.965661945104408,1.06665659384601,10.2716776035129,54.1513626526238,54.1513626526238,17.5595520485523,16.9386438217581,54.772270879418,"No MPA"
"4752","Scorpaena","MT_20",2027,24.3775758524935,24.3775758524935,4.19440880379854,4.13585691183681,24.4361277444552,10.2716776035129,10.2716776035129,0.963295763985942,1.05627097619575,10.1787023913031,54.772270879418,54.772270879418,17.6584657075589,17.1328650340134,55.2978715529635,"No MPA"
