"","Name","Adjusted","Year","Leave_est","Arrive_est","Surplus_est","Catch_est","Biomass_est","Profit_est","Fishing_est","Revenue_est","Leave_lo","Arrive_lo","Surplus_lo","Catch_lo","Biomass_lo","Profit_lo","Fishing_lo","Revenue_lo","Leave_hi","Arrive_hi","Surplus_hi","Catch_hi","Biomass_hi","Profit_hi","Fishing_hi","Revenue_hi","Status"
"1","Atrina","MT",2015,253.755321829,253.755321829,1720.2581321805,362.311324608299,14109.4705175722,-2487696.90631826,0.0284131789147808,-45999169.7758686,196.6589639403,196.6589639403,0,91.4461649713106,9790.91383202869,-713930.633990322,0.0092534743724243,-16337251.0849912,331.737680082,331.737680082,6643.23489558384,1084.1118152124,22229.3582603714,-9322591.57882162,0.0650327846911873,-130167825.306832,"MPA"
"2","Atrina","MT",2016,280.778463299687,280.447211221619,1681.99358209925,401.216344523056,15389.9165030703,-2471752.33046488,0.0284822780770709,-45983225.2000153,194.839185257371,194.839030185132,0,36.6716965648489,9754.2419803916,-288882.60173267,0.00374550556652637,-15912203.0527336,442.364229381392,442.293326943003,8196.84731973116,3547.18577842003,26878.9488992442,-15715591.4679133,0.163686069315762,-136560825.195924,"MPA"
"3","Atrina","MT",2017,306.259338411099,305.577289602549,1606.62344764019,441.192975384921,16554.664926517,-2477688.40978904,0.0287833652594427,-45989161.2793394,194.109415409793,194.108977777169,0,14.7926037982391,9739.44893896074,-116930.6757381,0.00151655509784168,-15740251.126739,534.891083094959,534.575318324405,9181.71950141844,10096.8805626202,25963.4720732719,-39555138.3094254,0.418152916154776,-160400372.037436,"MPA"
"4","Atrina","MT",2018,329.437832037689,328.405414738602,1504.72034459235,481.492528174949,17576.8603256354,-2503812.51771546,0.029300698427862,-46015285.3872658,193.815033885319,193.814241087745,0,5.98230935364996,9733.46583680951,-47345.2914280826,0.000614251513802459,-15670665.742429,516.673094258111,515.773202763588,8315.28489094534,17618.6300505767,19992.4873181038,-101052579.215333,1.07690553277655,-221897812.943344,"MPA"
"5","Atrina","MT",2019,349.779520480144,348.414687651245,1388.80480770242,521.547591487386,18442.7527090215,-2548755.77519967,0.0300218279479571,-46060228.6447501,193.695970152509,193.694788406189,0,2.42227911751129,9731.04237594568,-19176.3115262367,0.000248870071894792,-15642496.7625271,397.850497630266,394.39902004945,4752.24314721814,5933.70225118454,21036.0600675338,-260273718.108203,2.79448630107232,-381118951.836214,"MPA"
"6","Atrina","MT",2020,367.010778909528,365.343357692189,1270.84070265849,561.024425859157,19150.9015646035,-2611435.33405882,0.0309372291582222,-46122908.2036092,193.647743281319,193.646161139151,0,0.98146588753678,9730.05932791598,-7769.47391895186,0.000100863851300791,-15631089.9249198,418.617595343923,411.757473907162,3263.81869959357,2191.9354285803,23959.7450172985,-675399449.524009,7.30262245420611,-796244683.252019,"MPA"
"7","Atrina","MT",2021,381.102941135609,379.167891788966,1160.38293106604,599.819315863336,19709.5301304595,-2691022.4250832,0.0320399913902205,-46202495.2946336,193.628180625528,193.626198295051,0,0.397855526105691,9729.6594900594,-3148.86852968923,4.08914813501263e-05,-15626469.3195306,476.79892584424,466.815203050942,2599.99248865709,1684.84513564305,26193.9056751982,-1764973078.57486,19.206757976643,-1885818312.30287,"MPA"
"8","Atrina","MT",2022,392.219649596145,390.05124160949,1063.74889121262,638.011944074037,20133.0986696115,-2786915.40174418,0.0333255561845829,-46298388.2712946,193.620223852182,193.617847253023,0,0.161337132771105,9729.49577632747,-1276.59119252297,1.65829772100684e-05,-15624597.0421934,521.258722936443,509.140376862428,1922.79652787566,19585.2095338983,27702.5932922293,-4642079134.05403,50.8113041731878,-4762924367.78204,"MPA"
"9","Atrina","MT",2023,400.648663525268,398.276657294876,984.113994675315,675.79882573007,20439.0418323263,-2898717.10017371,0.0347914985205326,-46410189.9697241,193.616965948917,193.614203659381,0,0.0654461875560813,9729.42756785037,-517.703990772951,6.72701544234718e-06,-15623838.1549917,551.281606515363,537.91961163221,1375.64528110683,10816.1440642201,28638.041934251,-12280600438.2461,135.123060951818,-12401445671.9741,"MPA"
"10","Atrina","MT",2024,406.736932463294,404.184844034115,922.166384897134,713.427833483264,20645.228295311,-3026215.93496889,0.0364373457795833,-46537688.8045193,193.615608600222,193.612470363384,0,0.0265562638514815,9729.39787334968,-210.010707701018,2.72967200215011e-06,-15623530.4617086,569.897034491595,555.834914592102,1004.18551197997,170069.072170883,29175.4800764088,-32657858670.9551,360.994543710871,-32778703904.6832,"MPA"
"11","Atrina","MT",2025,410.840043076689,408.124963651148,876.93781481111,751.146217342675,20768.3048133539,-3169370.24762584,0.0382644299246061,-46680843.1171762,193.615017679659,193.611513695873,0,0.0107789745782338,9729.38359039132,-85.2176359786809,1.10796094343163e-06,-15623405.6686369,580.592053520536,566.312228087941,775.881621986517,61306.5892878844,29478.1161553387,-87248898001.0037,968.337605606419,-87369743234.7317,"MPA"
"12","Atrina","MT",2026,413.289265785743,410.422566554827,846.551939553417,789.165657252816,20822.8243964236,-3328295.50892909,0.0402757690229239,-46839768.3784795,193.614733448787,193.610874047921,0,0.00437635469780987,9729.37535463575,-34.5894352191543,4.49844255894813e-07,-15623355.0404361,586.61451149124,572.198774700609,646.614176808299,1349241.05191366,29638.1656103664,-234037198204.132,2606.62775299631,-234158043437.86,"MPA"
"13","Atrina","MT",2027,414.374205488829,411.362591572061,828.77764859761,827.642203932186,20820.9482271722,-3503254.04421953,0.0424759748025361,-47014726.9137699,193.614569557252,193.610365048858,0,0.00177733589624406,9729.36937279147,-14.0436889174937,1.82692795009832e-07,-15623334.4946898,589.799495646291,575.428558612279,574.103805367886,327667.819262301,29727.9517824726,-629996855868.454,7037.99298798589,-630117701102.182,"MPA"
"14","Atrina","MT",2028,414.336869720728,411.183454142913,821.378280436953,866.666760922196,20772.5063311092,-3694647.00317421,0.0448711834224322,-47206119.8727246,193.61445051855,193.609911123696,0,0.00072201465768364,9729.36411138195,-5.70348683560492,7.42164067821187e-08,-15623326.1544877,591.586240471206,577.176407631344,536.296190478279,10331213.6403424,29771.5341328391,-1701009916418.07,19052.3889342257,-1701130761651.8,"MPA"
"15","Atrina","MT",2029,413.372875989073,410.078116636285,822.297120937459,906.261825288805,20685.2468674051,-3903008.33789982,0.0474690070726473,-47414481.2074502,193.614345816501,193.6094816365,0,0.000293386196672425,9729.35895381576,-2.31696220265761,3.0157506087222e-08,-15623322.7679631,592.453529243497,578.115648838808,514.816163382527,1716012.81796044,29798.7542557281,-4604779616004.82,51691.0486560439,-4604900461238.55,"MPA"
"16","Atrina","MT",2030,411.636412661361,408.198863695632,829.731241303003,946.3812331251,20565.1593266172,-4129000.58853285,0.0502785044043842,-47640473.4580832,193.614243180934,193.609064182621,0,0.000119247199151165,9729.35365557024,-0.941487266986529,1.22576055272981e-08,-15623321.3924882,592.99520968899,578.617916926856,504.728472590128,78217017.5244391,29808.9959683799,-12493189052706.2,140508.218493597,-12493309897939.9,"MPA"
"17","Atrina","MT",2031,409.246670599683,405.663555380916,842.138632733129,986.910823319322,20416.8040208123,-4373412.30645821,0.0533101681305208,-47884885.1760086,193.614137745848,193.608653754258,0,4.84807398581317e-05,9729.34812309791,-0.382670222594291,4.98342911240744e-09,-15623320.8336711,593.199019770761,578.88632957292,498.085441034453,8931589.7909071,29818.5540767248,-33959490931307.2,382545.152410281,-33959611776540.9,"MPA"
"18","Atrina","MT",2032,406.294400014164,402.56203462064,858.210903505385,1027.66888567413,20243.61367325,-4637156.97284367,0.0565759284369765,-48148629.8423941,193.614027649649,193.608248344051,0,1.97151700858013e-05,9729.34232407715,-0.155577688448675,2.0265674452462e-09,-15623320.6065786,593.389226126823,579.029195854629,495.883173602618,590209918.573882,29819.4506684098,-92457179707955.8,1042917.55065037,-92457300553189.5,"MPA"
"19","Atrina","MT",2033,402.847912097675,398.962012902454,876.832022722738,1068.4059288721,20048.1538679054,-4921273.29494999,0.0600891711105081,-48432746.1645004,193.613912249135,193.607847160641,0,8.01936077099609e-06,9729.33625096929,-0.0632674153585438,8.24331080764725e-10,-15623320.5142683,593.407068301354,579.105596235911,493.413557617033,46404729.031502,29824.0754228609,-252063198912173,2846496.2169716,-252063319757407,"MPA"
"20","Atrina","MT",2034,398.958261971318,394.914167312225,897.034857558457,1108.80374218102,19832.3408886238,-5226926.78488784,0.0638647695231792,-48738399.6544382,193.613791394289,193.607449904248,0,3.26275609085112e-06,9729.3299062165,-0.0257347946394016,3.35388238532827e-10,-15623320.4767357,593.499100914933,579.14603313416,493.416930006415,4449361373.85372,29822.3656775928,-687968460753703,7776526.3620781,-687968581598937,"MPA"
"21","Atrina","MT",2035,394.663583683613,390.456413692608,917.961574053542,1148.47401242979,19597.6212802565,-5555412.54537326,0.0679191298224055,-49066885.4149236,193.613665133708,193.60705647256,0,1.32780042910739e-06,9729.32329622755,-0.0104704865158878,1.36488868086785e-10,-15623320.4614714,593.465076984097,579.167836140381,492.111579417976,240976525.813557,29825.6152356516,-1879512129630059,21262185.1395026,-1879512250475293,"MPA"
"22","Atrina","MT",2036,389.992663477105,385.617435993477,938.830648847487,1186.95696484644,19345.1197367739,-5908159.20481132,0.0722702488621245,-49419632.0743617,193.613533594928,193.606666841342,0,5.40483015448122e-07,9729.31642893348,-0.00426104642972203,5.55581277721114e-11,-15623320.4552619,593.529743189466,579.179183767585,492.729604541085,33532896609.1478,29823.1789356092,-5138848318481505,58172910.7852659,-5138848439326738,"MPA"
"23","Atrina","MT",2037,384.967882761801,380.419597815328,958.911498044641,1223.72067338814,19075.762276484,-6286733.95995778,0.0769377845788776,-49798206.8295082,193.613396935776,193.606281016023,0,2.20054407176057e-07,9729.30931279367,-0.00173446938086376,2.26202117494992e-11,-15623320.4527354,593.481260818622,579.185491649078,491.748616052648,1251193465.51629,29826.0450283429,-14059837168636186,159248906.515877,-14059837289481418,"MPA"
"24","Atrina","MT",2038,379.607669302031,374.8813700801,977.506956999935,1258.16186543992,18790.381068822,-6692848.69871662,0.0819431386695862,-50204321.568267,193.613255324594,193.605899012107,0,8.96137396474885e-08,9729.30195639157,-0.000706180469440685,9.21175044865773e-12,-15623320.4517071,593.538296064023,579.188586419703,492.537910135556,252703366066.529,29823.4060443955,-38488798365552144,436149001.040199,-38488798486397384,"MPA"
