0,6273.71931236294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14077.7738912857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4214.80241374518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,945.498498930283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15106.6132442005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9216.32063537664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,446.182524601841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28210.7966261149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7940.98127709829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,646.661265488573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1691.78666690536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3264.69526007962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,788.821678416997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1150.78310196659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11645.7177448874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13728.7347827973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2810.81055802525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7534.14986380922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,592.441428643224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6280.69195706663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6389.25267630015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10890.6820113547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,213.426461235265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18638.7019525129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6246.35550836006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29446.2702056526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2118.63133059307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13819.9348550607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8575.8162354233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4653.65018721289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12065.1012287481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8462.91910600238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6413.74946335024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17449.5472893446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9611.45967580723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20061.8685911588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3479.49843348423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30164.7985304818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3849.03383003304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,508.531094256753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8619.97850978143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6920.59319666802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23464.4810463461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13300.7712913998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11446.2289090742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5712.53037159934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20338.9257946613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15123.7262637483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10985.178263142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7103.93053350152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3056.40815130244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3132.8955710732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16075.0031206128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3678.76310768163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23195.449859446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15175.5766530628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12781.1645856138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1426.79133023629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17918.635873101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10367.4755914162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20468.4297866756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37118.0284010519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6173.73719780273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17159.6971664548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5920.66136775579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14471.7483064195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2451.35834287328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5880.7583575268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27441.2379629667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1671.88825403665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10426.9817366765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28792.3204853892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
