,Name,Adjusted,r,r.low,r.hi,k,k.low,k.hi,f,f_lo,f_hi,b,b_lo,b_hi,m.rate,msy,msy.low,msy.hi,bmsy,bmsy.low,bmsy.hi,fmsy,fmsy_lo,fmsy_hi,p.lo,p.hi,p,f_bar,c,c.lo,c.hi,profit.msy,profit.msy.lo,profit.msy.hi
69,Octopus,IUU_40_legal,0.665311451,0.55940867,0.791262902,5433.871362,4169.839946,7081.07706,0.270954547,0.231634203,0.313395238,3073.67071,2657.427284,3595.432126,0.11,903.8042107,755.5684296,1081.122529,2716.935681,2084.919973,3540.53853,0.332655726,0.279704335,0.395631451,5000,6000,5500,1.7,4482943.87,4051966.675,4918771.112,3479646.211,2644489.504,4540714.622
70,Panulirus,IUU_40_legal,0.282239296,0.163449697,0.487361077,404.6964586,185.1703464,884.4786803,0.069998855,0.058266326,0.0865283,151.3944769,122.4736873,181.8793246,0.06,28.55531091,17.99412233,45.31511823,202.3482293,92.58517319,442.2393401,0.141119648,0.081724848,0.243680538,10000,10000,10000,1.7,607044.6883,660537.9919,557883.5134,199887.1764,125958.8563,317205.8276
71,Scomberomorus,IUU_40_legal,0.847893704,0.549772897,1.307674018,23831.70626,13609.28798,41732.54501,0.337601901,0.274464974,0.415375652,5789.585293,4705.559865,7121.40049,1,5051.688424,3787.000662,6738.724973,11915.85313,6804.643991,20866.2725,0.41196823,0.267119529,0.635362838,1000,1250,1125,1.7,4138534.768,4253152.897,3977289.375,3978204.634,2650900.463,5896384.351
72,Squatina,IUU_40_legal,0.095607883,0.07380159,0.123857323,9060.739191,4234.858216,19386.00787,0.032281514,0.023132271,0.057586517,2051.447651,1149.988554,2862.833346,0.81,216.569524,81.00646319,578.9952665,4530.369596,2117.429108,9693.003933,0.043293282,0.033418929,0.056085228,1250,1250,1250,1.7,1875893.158,908988.5465,3871308.59,189498.3335,70880.65529,506620.8582
73,Atrina,IUU_60_legal,0.282239296,0.163449697,0.487361077,24660.98562,7464.459638,81474.64666,0.055050897,0.032375346,0.11850669,5802.107085,2695.301009,9865.877749,0.02,1740.074806,487.844796,6206.605776,12330.49281,3732.229819,40737.32333,0.132807556,0.076911171,0.229327505,22500,25000,23750,1.7,93353370.59,42815007.63,202982818.5,28928743.65,7683555.537,108615601.1
74,Callinectes,IUU_60_legal,1.194228058,0.962111433,1.482344565,10817.78262,7899.69924,14813.7818,0.354707914,0.274660854,0.497128902,4197.415008,2994.91,5420.708106,0.46,3229.724882,2664.038917,3915.529442,5408.89131,3949.84962,7406.890898,0.597114029,0.481055717,0.741172283,1500,2000,1750,1.7,2839667.937,2492055.432,3169732.219,3956412.98,2797240.863,5481741.219
75,Cephalopholis,IUU_60_legal,0.453277844,0.39167906,0.524564177,2444.595611,1627.092303,3672.838774,0.128006622,0.098169372,0.209450784,906.6425941,554.097978,1182.204326,0.09,277.0202568,166.0827614,462.0601321,1222.297805,813.5461515,1836.419387,0.226638922,0.19583953,0.262282089,1000,1500,1250,1.7,458361.6767,254416.6054,792761.1841,242392.7247,116257.933,485163.1387
76,Dasyatis,IUU_60_legal,0.763379494,0.493121345,1.181754265,1213.938511,707.9387503,2081.601984,0.21984586,0.184633702,0.272512696,561.4137113,452.9127693,668.4829422,0.26,231.6739416,189.5942356,283.0930752,606.9692553,353.9693752,1040.800992,0.381689747,0.246560672,0.590877133,1250,1250,1250,1.7,227613.4708,288358.3897,179664.9375,202714.6989,165894.9562,247706.4408
77,Epinephelus,IUU_60_legal,0.442639327,0.399666432,0.49023275,1246.797116,1000.899095,1553.106659,0.110327442,0.097593563,0.128006128,612.0451528,527.516743,691.9039929,0.25,137.9703592,109.5775496,173.720074,623.3985581,500.4495473,776.5533296,0.221319664,0.199833216,0.245116375,2500,2500,2500,1.7,467548.9178,411258.7679,531543.6617,241448.1286,191760.7118,304010.1295
78,Lutjanus,IUU_60_legal,0.378136514,0.307547725,0.464926942,1508.723426,955.707823,2381.738772,0.077794833,0.062085,0.102117461,308.6288262,235.1187316,386.723491,0.12,142.6258543,87.38631052,232.7839932,754.3617131,477.8539115,1190.869386,0.154705397,0.125825704,0.190213599,2250,2500,2375,1.7,656867.3308,468789.4264,917852.3293,237115.4828,137633.4391,407371.9881
79,Micropogonias,IUU_60_legal,0.763379494,0.482873773,1.206833515,1883.257177,797.0207362,4449.893751,0.231652792,0.166198806,0.424598152,459.5564566,250.7253868,640.5433271,1,359.4099778,151.1668253,854.5230207,941.6285884,398.5103681,2224.946876,0.372563004,0.235663788,0.588988207,750,750,750,1.7,217056.5626,144326.5254,326437.2315,188690.2383,79362.58328,448624.5859
80,Mugil,IUU_60_legal,0.579117434,0.519799302,0.645204796,5484.151063,4259.312331,7061.213302,0.181417542,0.151836576,0.220197122,1215.600194,1001.517177,1452.424739,0.53,793.9918728,597.9318228,1054.339425,2742.075532,2129.656165,3530.606651,0.256730807,0.230434255,0.286028253,600,1000,750,1.7,695857.9435,467064.7951,1105841.203,416845.7332,251131.3656,738037.5975
81,Octopus,IUU_60_legal,0.661993197,0.553980938,0.791065111,6289.561141,4784.339596,8268.346875,0.177900379,0.150758304,0.2070164,3566.790473,3065.135786,4208.944771,0.11,1040.911671,863.3605168,1254.97644,3144.780571,2392.169798,4134.173438,0.330996598,0.276990469,0.395532555,5000,6000,5500,1.7,5188887.945,4675398.326,5711179.936,4007509.933,3021761.809,5270901.048
82,Panulirus,IUU_60_legal,0.282239296,0.163449697,0.487361077,466.732181,213.3228911,1021.169963,0.046204984,0.038696051,0.057853514,174.7482474,139.5635192,208.6579842,0.06,32.93254056,20.7082435,52.37297059,233.3660905,106.6614455,510.5849813,0.141119648,0.081724848,0.243680538,10000,10000,10000,1.7,700098.2718,760169.4224,644774.15,230527.7839,144957.7045,366610.7941
83,Scomberomorus,IUU_60_legal,0.847893704,0.560879047,1.281780337,27537.12007,15673.81106,48379.61737,0.224415397,0.178441726,0.274128514,6635.90833,5432.488496,8345.581655,1,5837.137684,4347.778126,7836.687005,13768.56004,7836.905529,24189.80869,0.408651659,0.2703218,0.617768074,1000,1250,1125,1.7,4820814.806,4825113.764,4757056.492,4596745.926,3043444.688,6857101.129
84,Squatina,IUU_60_legal,0.095607883,0.07380159,0.123857323,10210.69761,4785.698018,21785.40003,0.021847288,0.015656429,0.038712228,2309.497496,1303.367407,3222.718108,0.81,244.0557967,91.78931581,648.9124728,5105.348806,2392.849009,10892.70001,0.043249967,0.033385493,0.056029115,1250,1250,1250,1.7,2116092.337,1031016.479,4343137.979,213548.8221,80315.65133,567798.4137
