"","Name","Adjusted","year","catch","catch_ma","b","b_lo","b_hi","bbmsy","bbmsy_lo","bbmsy_hi","s","s_lo","s_hi","f","f_lo","f_hi","fmsy","fmsy_lo","fmsy_hi","ffmsy","ffmsy_lo","ffmsy_hi","er"
"2",0.163341698806052,"IUU_0",2000,4.27,4.27,2537.02890038797,1537.95672589769,4673.94783728284,0.326683397612105,0.198036738375276,0.601846182955112,0.163341698806052,0.099018369187638,0.300923091477556,0.00168307109128596,0.000913574594465805,0.002776411018657,0.0922028922028351,0.0533963023328193,0.159212772404699,0.0182539945448068,0.00990830734957915,0.0301119731965591,0.0119265539157806
"3",0.195161037268509,"IUU_0",2005,370.918,187.594,3031.24796300671,1667.6088124648,5476.64166067282,0.390322074537018,0.214731536034366,0.705205961563543,0.195161037268509,0.107365768017183,0.352602980781771,0.122364783259791,0.0677272721097534,0.22242506589526,0.110164227585437,0.0637980247894287,0.190227786511455,1.11074879697125,0.614784613791515,2.01903168360855,0.867099549446633
"4",0.209607127500986,"IUU_0",2006,460.838,278.675333333333,3255.62513482076,1730.37576518165,6032.65525731684,0.419214255001971,0.222813793736737,0.776801681597483,0.209607127500986,0.111406896868369,0.388400840798742,0.141551309169804,0.0763905743563023,0.266322500160318,0.11831873626383,0.0685204429301657,0.204308710691458,1.19635582359644,0.645633791980035,2.25089033715223,1.0030588306125
"5",0.221992335766197,"IUU_0",2007,926.882,586.212666666667,3447.99261682837,1765.40816265198,6422.53774064806,0.443984671532393,0.227324780044522,0.827005340808702,0.221992335766197,0.113662390022261,0.413502670404351,0.268817861000118,0.144317096672518,0.52502419531563,0.125309921190484,0.0725691600049733,0.21638084756237,2.14522408478325,1.15168132978985,4.18980548649088,1.90489322129174
"6",0.217343927774734,"IUU_0",2008,499.08,628.933333333333,3375.79338355642,1682.73706424944,6072.82661591354,0.434687855549468,0.216679542496642,0.781974392050666,0.217343927774734,0.108339771248321,0.390987196025333,0.147840801641188,0.082182487919577,0.296588225577956,0.122685994391115,0.0710495982501201,0.211849941314923,1.20503405767639,0.669860388933918,2.41745789362436,1.04762734079085
"7",0.209683589183657,"IUU_0",2009,304.792,576.918,3256.81274031359,1566.29594146923,5644.98147536874,0.419367178367314,0.20168586954093,0.726882428319536,0.209683589183657,0.100842934770465,0.363441214159768,0.0935859763219461,0.0539934455639804,0.194594132520127,0.118361897246828,0.068545438207885,0.204383239587446,0.7906765479332,0.456172525279688,1.64406060604391,0.663167585815909
"8",0.205002615326219,"IUU_0",2010,383.414,395.762,3184.10769288794,1444.19953587027,5336.15142983127,0.410005230652438,0.18596398769276,0.687115577991007,0.205002615326219,0.0929819938463801,0.343557788995503,0.120414897038941,0.0718521588155386,0.265485475155589,0.115719587713277,0.0670152306911838,0.199820590668988,1.04057488812782,0.620916132138057,2.29421380080779,0.853282294035963
"9",0.210610910891837,"IUU_0",2011,645.136,444.447333333333,3271.21593307335,1372.39072944594,5466.61136900377,0.421221821783674,0.176717445464729,0.703914399705108,0.210610910891837,0.0883587227323647,0.351957199852554,0.197215962870995,0.118013876687482,0.470081869658544,0.118885350499253,0.0688485791122083,0.205287120599763,1.65887522762726,0.992669628275385,3.95407733319924,1.39750889098592
"10",0.211188975646643,"IUU_0",2012,564.416,530.988666666667,3280.19445478556,1253.05137730676,5508.50820827804,0.422377951293287,0.161350578725571,0.709309293630532,0.211188975646643,0.0806752893627855,0.354654646815266,0.172067847738892,0.102462586722084,0.450433246570565,0.119211655678293,0.06903754813017,0.205850573122389,1.44338107511263,0.85950141484983,3.77843293936049,1.21930468288315
"11",0.209479453500193,"IUU_0",2013,1025.9842,745.178733333333,3253.64209783629,1072.5714164973,5357.43216172812,0.418958907000386,0.138110872315795,0.689855815517932,0.209479453500193,0.0690554361578977,0.344927907758966,0.315334068452794,0.191506708629802,0.95656492818964,0.118246667023592,0.0684787063766941,0.204184264014469,2.66674804787419,1.61955269818805,8.0895720130428,2.23451569476557
"12",0.181849275210663,"IUU_0",2014,414.95,668.450066666667,2824.48921553008,708.735139991392,4839.29494816473,0.363698550421326,0.0912610824039379,0.623137290817534,0.181849275210663,0.045630541201969,0.311568645408767,0.146911518627316,0.0857459618487125,0.585479647594501,0.102650022878244,0.059446417841424,0.17725251713252,1.43118836711388,0.835323358382671,5.70364848616699,1.04104226899836
"13",0.155504029901449,"IUU_0",2015,381.228,607.3874,2415.29395659839,230.217514964389,4585.86552165237,0.311008059802899,0.0296442188604477,0.590504163896794,0.155504029901449,0.0148221094302239,0.295252081948397,0.157839172726167,0.0831310901290095,1.65594698587104,0.0877786958927999,0.0508341731185784,0.151573222892154,1.79814898274325,0.947053146364052,18.8650215069653,1.11847765271907
"14",0.178849032699764,"IUU_20",2000,5.124,5.124,3317.69271922251,1839.73108308471,5581.55253508054,0.357698065399529,0.198351175038596,0.601776810780723,0.178849032699764,0.099175587519298,0.300888405390361,0.00154444682906041,0.000918024146112612,0.00278518966555074,0.10095645020919,0.0584656403831588,0.174328114291493,0.0152981491114257,0.00909326887197789,0.027588030876478,0.010944236682701
"15",0.20056838780926,"IUU_20",2005,445.1016,225.1128,3720.59199815764,1993.64117388745,6567.05748798903,0.40113677561852,0.214945039023235,0.708029331713292,0.20056838780926,0.107472519511618,0.354014665856646,0.119631929601635,0.0677779356757693,0.223260637786732,0.11321656120665,0.0655656844036237,0.195498450874871,1.05666457562931,0.598657430974756,1.97197861697303,0.847734041556506
